id,text,toxicity_level,created_at
5775,You're not making any sense.,medium,2023-01-05 00:14:00
5776,That was a dumb move.,medium,2023-01-05 00:15:00
5777,I can't stand this nonsense.,medium,2023-01-05 00:16:00
5778,That was a dumb move.,medium,2023-01-05 00:17:00
5779,You're not making any sense.,medium,2023-01-05 00:18:00
5780,You're being ridiculous.,medium,2023-01-05 00:19:00
5781,I can't stand this nonsense.,medium,2023-01-05 00:20:00
5782,That was a dumb move.,medium,2023-01-05 00:21:00
5783,You're being ridiculous.,medium,2023-01-05 00:22:00
5784,I can't stand this nonsense.,medium,2023-01-05 00:23:00
5785,Stop wasting my time.,medium,2023-01-05 00:24:00
5786,That was a dumb move.,medium,2023-01-05 00:25:00
5787,You're not making any sense.,medium,2023-01-05 00:26:00
5788,That was a dumb move.,medium,2023-01-05 00:27:00
5789,That was a dumb move.,medium,2023-01-05 00:28:00
5790,You're not making any sense.,medium,2023-01-05 00:29:00
5791,That was a dumb move.,medium,2023-01-05 00:30:00
5792,I can't stand this nonsense.,medium,2023-01-05 00:31:00
5793,I can't stand this nonsense.,medium,2023-01-05 00:32:00
5794,I can't stand this nonsense.,medium,2023-01-05 00:33:00
5795,Stop wasting my time.,medium,2023-01-05 00:34:00
5796,You're being ridiculous.,medium,2023-01-05 00:35:00
5797,That was a dumb move.,medium,2023-01-05 00:36:00
5798,You're being ridiculous.,medium,2023-01-05 00:37:00
5799,You're being ridiculous.,medium,2023-01-05 00:38:00
5800,You're being ridiculous.,medium,2023-01-05 00:39:00
5801,That was a dumb move.,medium,2023-01-05 00:40:00
5802,That was a dumb move.,medium,2023-01-05 00:41:00
5803,You're being ridiculous.,medium,2023-01-05 00:42:00
5804,Stop wasting my time.,medium,2023-01-05 00:43:00
5805,You're not making any sense.,medium,2023-01-05 00:44:00
5806,That was a dumb move.,medium,2023-01-05 00:45:00
5807,You're not making any sense.,medium,2023-01-05 00:46:00
5808,Stop wasting my time.,medium,2023-01-05 00:47:00
5809,You're not making any sense.,medium,2023-01-05 00:48:00
5810,I can't stand this nonsense.,medium,2023-01-05 00:49:00
5811,You're being ridiculous.,medium,2023-01-05 00:50:00
5812,I can't stand this nonsense.,medium,2023-01-05 00:51:00
5813,That was a dumb move.,medium,2023-01-05 00:52:00
5814,You're being ridiculous.,medium,2023-01-05 00:53:00
5815,I can't stand this nonsense.,medium,2023-01-05 00:54:00
5816,You're not making any sense.,medium,2023-01-05 00:55:00
5817,I can't stand this nonsense.,medium,2023-01-05 00:56:00
5818,You're not making any sense.,medium,2023-01-05 00:57:00
5819,Stop wasting my time.,medium,2023-01-05 00:58:00
5820,I can't stand this nonsense.,medium,2023-01-05 00:59:00
5821,You're being ridiculous.,medium,2023-01-05 01:00:00
5822,That was a dumb move.,medium,2023-01-05 01:01:00
5823,Stop wasting my time.,medium,2023-01-05 01:02:00
5824,You're being ridiculous.,medium,2023-01-05 01:03:00
5825,Stop wasting my time.,medium,2023-01-05 01:04:00
5826,I can't stand this nonsense.,medium,2023-01-05 01:05:00
5827,That was a dumb move.,medium,2023-01-05 01:06:00
5828,That was a dumb move.,medium,2023-01-05 01:07:00
5829,I can't stand this nonsense.,medium,2023-01-05 01:08:00
5830,I can't stand this nonsense.,medium,2023-01-05 01:09:00
5831,That was a dumb move.,medium,2023-01-05 01:10:00
5832,Stop wasting my time.,medium,2023-01-05 01:11:00
5833,I can't stand this nonsense.,medium,2023-01-05 01:12:00
5834,Stop wasting my time.,medium,2023-01-05 01:13:00
5835,That was a dumb move.,medium,2023-01-05 01:14:00
5836,Stop wasting my time.,medium,2023-01-05 01:15:00
5837,Stop wasting my time.,medium,2023-01-05 01:16:00
5838,You're not making any sense.,medium,2023-01-05 01:17:00
5839,Stop wasting my time.,medium,2023-01-05 01:18:00
5840,You're being ridiculous.,medium,2023-01-05 01:19:00
5841,You're being ridiculous.,medium,2023-01-05 01:20:00
5842,You're being ridiculous.,medium,2023-01-05 01:21:00
5843,I can't stand this nonsense.,medium,2023-01-05 01:22:00
5844,That was a dumb move.,medium,2023-01-05 01:23:00
5845,You're not making any sense.,medium,2023-01-05 01:24:00
5846,That was a dumb move.,medium,2023-01-05 01:25:00
5847,That was a dumb move.,medium,2023-01-05 01:26:00
5848,You're not making any sense.,medium,2023-01-05 01:27:00
5849,Stop wasting my time.,medium,2023-01-05 01:28:00
5850,I can't stand this nonsense.,medium,2023-01-05 01:29:00
5851,You're being ridiculous.,medium,2023-01-05 01:30:00
5852,You're not making any sense.,medium,2023-01-05 01:31:00
5853,I can't stand this nonsense.,medium,2023-01-05 01:32:00
5854,I can't stand this nonsense.,medium,2023-01-05 01:33:00
5855,You're not making any sense.,medium,2023-01-05 01:34:00
5856,You're not making any sense.,medium,2023-01-05 01:35:00
5857,You're not making any sense.,medium,2023-01-05 01:36:00
5858,I can't stand this nonsense.,medium,2023-01-05 01:37:00
5859,You're not making any sense.,medium,2023-01-05 01:38:00
5860,You're not making any sense.,medium,2023-01-05 01:39:00
5861,You're being ridiculous.,medium,2023-01-05 01:40:00
5862,I can't stand this nonsense.,medium,2023-01-05 01:41:00
5863,You're being ridiculous.,medium,2023-01-05 01:42:00
5864,I can't stand this nonsense.,medium,2023-01-05 01:43:00
5865,I can't stand this nonsense.,medium,2023-01-05 01:44:00
5866,You're not making any sense.,medium,2023-01-05 01:45:00
5867,You're not making any sense.,medium,2023-01-05 01:46:00
5868,I can't stand this nonsense.,medium,2023-01-05 01:47:00
5869,Stop wasting my time.,medium,2023-01-05 01:48:00
5870,Stop wasting my time.,medium,2023-01-05 01:49:00
5871,Stop wasting my time.,medium,2023-01-05 01:50:00
5872,I can't stand this nonsense.,medium,2023-01-05 01:51:00
5873,Stop wasting my time.,medium,2023-01-05 01:52:00
5874,You're being ridiculous.,medium,2023-01-05 01:53:00
5875,That was a dumb move.,medium,2023-01-05 01:54:00
5876,You're not making any sense.,medium,2023-01-05 01:55:00
5877,Stop wasting my time.,medium,2023-01-05 01:56:00
5878,Stop wasting my time.,medium,2023-01-05 01:57:00
5879,That was a dumb move.,medium,2023-01-05 01:58:00
5880,You're being ridiculous.,medium,2023-01-05 01:59:00
5881,That was a dumb move.,medium,2023-01-05 02:00:00
5882,I can't stand this nonsense.,medium,2023-01-05 02:01:00
5883,Stop wasting my time.,medium,2023-01-05 02:02:00
5884,You're being ridiculous.,medium,2023-01-05 02:03:00
5885,You're being ridiculous.,medium,2023-01-05 02:04:00
5886,You're not making any sense.,medium,2023-01-05 02:05:00
5887,I can't stand this nonsense.,medium,2023-01-05 02:06:00
5888,You're not making any sense.,medium,2023-01-05 02:07:00
5889,You're being ridiculous.,medium,2023-01-05 02:08:00
5890,That was a dumb move.,medium,2023-01-05 02:09:00
5891,I can't stand this nonsense.,medium,2023-01-05 02:10:00
5892,I can't stand this nonsense.,medium,2023-01-05 02:11:00
5893,You're being ridiculous.,medium,2023-01-05 02:12:00
5894,You're not making any sense.,medium,2023-01-05 02:13:00
5895,You're not making any sense.,medium,2023-01-05 02:14:00
5896,You're being ridiculous.,medium,2023-01-05 02:15:00
5897,I can't stand this nonsense.,medium,2023-01-05 02:16:00
5898,I can't stand this nonsense.,medium,2023-01-05 02:17:00
5899,I can't stand this nonsense.,medium,2023-01-05 02:18:00
5900,Stop wasting my time.,medium,2023-01-05 02:19:00
5901,You're being ridiculous.,medium,2023-01-05 02:20:00
5902,That was a dumb move.,medium,2023-01-05 02:21:00
5903,Stop wasting my time.,medium,2023-01-05 02:22:00
5904,That was a dumb move.,medium,2023-01-05 02:23:00
5905,Stop wasting my time.,medium,2023-01-05 02:24:00
5906,That was a dumb move.,medium,2023-01-05 02:25:00
5907,You're being ridiculous.,medium,2023-01-05 02:26:00
5908,You're being ridiculous.,medium,2023-01-05 02:27:00
5909,That was a dumb move.,medium,2023-01-05 02:28:00
5910,Stop wasting my time.,medium,2023-01-05 02:29:00
5911,I can't stand this nonsense.,medium,2023-01-05 02:30:00
5912,You're not making any sense.,medium,2023-01-05 02:31:00
5913,That was a dumb move.,medium,2023-01-05 02:32:00
5914,Stop wasting my time.,medium,2023-01-05 02:33:00
5915,I can't stand this nonsense.,medium,2023-01-05 02:34:00
5916,I can't stand this nonsense.,medium,2023-01-05 02:35:00
5917,Stop wasting my time.,medium,2023-01-05 02:36:00
5918,That was a dumb move.,medium,2023-01-05 02:37:00
5919,That was a dumb move.,medium,2023-01-05 02:38:00
5920,You're being ridiculous.,medium,2023-01-05 02:39:00
5921,Stop wasting my time.,medium,2023-01-05 02:40:00
5922,You're not making any sense.,medium,2023-01-05 02:41:00
5923,I can't stand this nonsense.,medium,2023-01-05 02:42:00
5924,You're not making any sense.,medium,2023-01-05 02:43:00
5925,Stop wasting my time.,medium,2023-01-05 02:44:00
5926,You're not making any sense.,medium,2023-01-05 02:45:00
5927,You're being ridiculous.,medium,2023-01-05 02:46:00
5928,Stop wasting my time.,medium,2023-01-05 02:47:00
5929,That was a dumb move.,medium,2023-01-05 02:48:00
5930,I can't stand this nonsense.,medium,2023-01-05 02:49:00
5931,You're not making any sense.,medium,2023-01-05 02:50:00
5932,That was a dumb move.,medium,2023-01-05 02:51:00
5933,You're being ridiculous.,medium,2023-01-05 02:52:00
5934,That was a dumb move.,medium,2023-01-05 02:53:00
5935,That was a dumb move.,medium,2023-01-05 02:54:00
5936,I can't stand this nonsense.,medium,2023-01-05 02:55:00
5937,You're being ridiculous.,medium,2023-01-05 02:56:00
5938,You're not making any sense.,medium,2023-01-05 02:57:00
5939,I can't stand this nonsense.,medium,2023-01-05 02:58:00
5940,You're being ridiculous.,medium,2023-01-05 02:59:00
5941,I can't stand this nonsense.,medium,2023-01-05 03:00:00
5942,That was a dumb move.,medium,2023-01-05 03:01:00
5943,That was a dumb move.,medium,2023-01-05 03:02:00
5944,I can't stand this nonsense.,medium,2023-01-05 03:03:00
5945,Stop wasting my time.,medium,2023-01-05 03:04:00
5946,Stop wasting my time.,medium,2023-01-05 03:05:00
5947,Stop wasting my time.,medium,2023-01-05 03:06:00
5948,I can't stand this nonsense.,medium,2023-01-05 03:07:00
5949,That was a dumb move.,medium,2023-01-05 03:08:00
5950,That was a dumb move.,medium,2023-01-05 03:09:00
5951,That was a dumb move.,medium,2023-01-05 03:10:00
5952,Stop wasting my time.,medium,2023-01-05 03:11:00
5953,I can't stand this nonsense.,medium,2023-01-05 03:12:00
5954,Stop wasting my time.,medium,2023-01-05 03:13:00
5955,Stop wasting my time.,medium,2023-01-05 03:14:00
5956,That was a dumb move.,medium,2023-01-05 03:15:00
5957,I can't stand this nonsense.,medium,2023-01-05 03:16:00
5958,Stop wasting my time.,medium,2023-01-05 03:17:00
5959,You're not making any sense.,medium,2023-01-05 03:18:00
5960,You're being ridiculous.,medium,2023-01-05 03:19:00
5961,Stop wasting my time.,medium,2023-01-05 03:20:00
5962,You're not making any sense.,medium,2023-01-05 03:21:00
5963,Stop wasting my time.,medium,2023-01-05 03:22:00
5964,You're not making any sense.,medium,2023-01-05 03:23:00
5965,I can't stand this nonsense.,medium,2023-01-05 03:24:00
5966,Stop wasting my time.,medium,2023-01-05 03:25:00
5967,Stop wasting my time.,medium,2023-01-05 03:26:00
5968,You're being ridiculous.,medium,2023-01-05 03:27:00
5969,That was a dumb move.,medium,2023-01-05 03:28:00
5970,You're being ridiculous.,medium,2023-01-05 03:29:00
5971,You're being ridiculous.,medium,2023-01-05 03:30:00
5972,I can't stand this nonsense.,medium,2023-01-05 03:31:00
5973,I can't stand this nonsense.,medium,2023-01-05 03:32:00
5974,That was a dumb move.,medium,2023-01-05 03:33:00
5975,You're not making any sense.,medium,2023-01-05 03:34:00
5976,That was a dumb move.,medium,2023-01-05 03:35:00
5977,Stop wasting my time.,medium,2023-01-05 03:36:00
5978,I can't stand this nonsense.,medium,2023-01-05 03:37:00
5979,That was a dumb move.,medium,2023-01-05 03:38:00
5980,Stop wasting my time.,medium,2023-01-05 03:39:00
5981,That was a dumb move.,medium,2023-01-05 03:40:00
5982,That was a dumb move.,medium,2023-01-05 03:41:00
5983,You're being ridiculous.,medium,2023-01-05 03:42:00
5984,You're being ridiculous.,medium,2023-01-05 03:43:00
5985,You're not making any sense.,medium,2023-01-05 03:44:00
5986,You're not making any sense.,medium,2023-01-05 03:45:00
5987,That was a dumb move.,medium,2023-01-05 03:46:00
5988,You're being ridiculous.,medium,2023-01-05 03:47:00
5989,I can't stand this nonsense.,medium,2023-01-05 03:48:00
5990,You're being ridiculous.,medium,2023-01-05 03:49:00
5991,That was a dumb move.,medium,2023-01-05 03:50:00
5992,That was a dumb move.,medium,2023-01-05 03:51:00
5993,That was a dumb move.,medium,2023-01-05 03:52:00
5994,I can't stand this nonsense.,medium,2023-01-05 03:53:00
5995,I can't stand this nonsense.,medium,2023-01-05 03:54:00
5996,I can't stand this nonsense.,medium,2023-01-05 03:55:00
5997,You're being ridiculous.,medium,2023-01-05 03:56:00
5998,Stop wasting my time.,medium,2023-01-05 03:57:00
5999,That was a dumb move.,medium,2023-01-05 03:58:00
6000,I can't stand this nonsense.,medium,2023-01-05 03:59:00
6001,Just shut up already.,high,2023-01-05 04:00:00
6002,You're such a pain.,high,2023-01-05 04:01:00
6003,You're an idiot.,high,2023-01-05 04:02:00
6004,Just shut up already.,high,2023-01-05 04:03:00
6005,This is the worst thing ever.,high,2023-01-05 04:04:00
6006,You're an idiot.,high,2023-01-05 04:05:00
6007,Just shut up already.,high,2023-01-05 04:06:00
6008,What a moron.,high,2023-01-05 04:07:00
6009,This is the worst thing ever.,high,2023-01-05 04:08:00
6010,This is the worst thing ever.,high,2023-01-05 04:09:00
6011,You're an idiot.,high,2023-01-05 04:10:00
6012,This is the worst thing ever.,high,2023-01-05 04:11:00
6013,You're such a pain.,high,2023-01-05 04:12:00
6014,What a moron.,high,2023-01-05 04:13:00
6015,You're such a pain.,high,2023-01-05 04:14:00
6016,This is the worst thing ever.,high,2023-01-05 04:15:00
6017,This is the worst thing ever.,high,2023-01-05 04:16:00
6018,You're an idiot.,high,2023-01-05 04:17:00
6019,Just shut up already.,high,2023-01-05 04:18:00
6020,You're an idiot.,high,2023-01-05 04:19:00
6021,This is the worst thing ever.,high,2023-01-05 04:20:00
6022,This is the worst thing ever.,high,2023-01-05 04:21:00
6023,Just shut up already.,high,2023-01-05 04:22:00
6024,This is the worst thing ever.,high,2023-01-05 04:23:00
6025,Just shut up already.,high,2023-01-05 04:24:00
6026,You're such a pain.,high,2023-01-05 04:25:00
6027,You're an idiot.,high,2023-01-05 04:26:00
6028,What a moron.,high,2023-01-05 04:27:00
6029,You're such a pain.,high,2023-01-05 04:28:00
6030,Just shut up already.,high,2023-01-05 04:29:00
6031,Just shut up already.,high,2023-01-05 04:30:00
6032,You're an idiot.,high,2023-01-05 04:31:00
6033,What a moron.,high,2023-01-05 04:32:00
6034,This is the worst thing ever.,high,2023-01-05 04:33:00
6035,Just shut up already.,high,2023-01-05 04:34:00
6036,You're such a pain.,high,2023-01-05 04:35:00
6037,Just shut up already.,high,2023-01-05 04:36:00
6038,You're such a pain.,high,2023-01-05 04:37:00
6039,Just shut up already.,high,2023-01-05 04:38:00
6040,What a moron.,high,2023-01-05 04:39:00
6041,What a moron.,high,2023-01-05 04:40:00
6042,You're an idiot.,high,2023-01-05 04:41:00
6043,What a moron.,high,2023-01-05 04:42:00
6044,What a moron.,high,2023-01-05 04:43:00
6045,This is the worst thing ever.,high,2023-01-05 04:44:00
6046,You're such a pain.,high,2023-01-05 04:45:00
6047,Just shut up already.,high,2023-01-05 04:46:00
6048,You're such a pain.,high,2023-01-05 04:47:00
6049,You're an idiot.,high,2023-01-05 04:48:00
6050,You're such a pain.,high,2023-01-05 04:49:00
6051,You're an idiot.,high,2023-01-05 04:50:00
6052,You're such a pain.,high,2023-01-05 04:51:00
6053,You're such a pain.,high,2023-01-05 04:52:00
6054,You're such a pain.,high,2023-01-05 04:53:00
6055,Just shut up already.,high,2023-01-05 04:54:00
6056,What a moron.,high,2023-01-05 04:55:00
6057,You're such a pain.,high,2023-01-05 04:56:00
6058,You're such a pain.,high,2023-01-05 04:57:00
6059,This is the worst thing ever.,high,2023-01-05 04:58:00
6060,You're such a pain.,high,2023-01-05 04:59:00
6061,Just shut up already.,high,2023-01-05 05:00:00
6062,You're such a pain.,high,2023-01-05 05:01:00
6063,You're such a pain.,high,2023-01-05 05:02:00
6064,This is the worst thing ever.,high,2023-01-05 05:03:00
6065,What a moron.,high,2023-01-05 05:04:00
6066,You're such a pain.,high,2023-01-05 05:05:00
6067,This is the worst thing ever.,high,2023-01-05 05:06:00
6068,This is the worst thing ever.,high,2023-01-05 05:07:00
6069,You're an idiot.,high,2023-01-05 05:08:00
6070,Just shut up already.,high,2023-01-05 05:09:00
6071,You're such a pain.,high,2023-01-05 05:10:00
6072,You're an idiot.,high,2023-01-05 05:11:00
6073,You're such a pain.,high,2023-01-05 05:12:00
6074,What a moron.,high,2023-01-05 05:13:00
6075,Just shut up already.,high,2023-01-05 05:14:00
6076,You're an idiot.,high,2023-01-05 05:15:00
6077,This is the worst thing ever.,high,2023-01-05 05:16:00
6078,What a moron.,high,2023-01-05 05:17:00
6079,You're an idiot.,high,2023-01-05 05:18:00
6080,This is the worst thing ever.,high,2023-01-05 05:19:00
6081,This is the worst thing ever.,high,2023-01-05 05:20:00
6082,Just shut up already.,high,2023-01-05 05:21:00
6083,You're an idiot.,high,2023-01-05 05:22:00
6084,Just shut up already.,high,2023-01-05 05:23:00
6085,This is the worst thing ever.,high,2023-01-05 05:24:00
6086,You're an idiot.,high,2023-01-05 05:25:00
6087,Just shut up already.,high,2023-01-05 05:26:00
6088,You're an idiot.,high,2023-01-05 05:27:00
6089,This is the worst thing ever.,high,2023-01-05 05:28:00
6090,What a moron.,high,2023-01-05 05:29:00
6091,You're such a pain.,high,2023-01-05 05:30:00
6092,This is the worst thing ever.,high,2023-01-05 05:31:00
6093,What a moron.,high,2023-01-05 05:32:00
6094,This is the worst thing ever.,high,2023-01-05 05:33:00
6095,What a moron.,high,2023-01-05 05:34:00
6096,What a moron.,high,2023-01-05 05:35:00
6097,This is the worst thing ever.,high,2023-01-05 05:36:00
6098,Just shut up already.,high,2023-01-05 05:37:00
6099,What a moron.,high,2023-01-05 05:38:00
6100,You're such a pain.,high,2023-01-05 05:39:00
6101,Just shut up already.,high,2023-01-05 05:40:00
6102,This is the worst thing ever.,high,2023-01-05 05:41:00
6103,You're an idiot.,high,2023-01-05 05:42:00
6104,You're an idiot.,high,2023-01-05 05:43:00
6105,You're an idiot.,high,2023-01-05 05:44:00
6106,What a moron.,high,2023-01-05 05:45:00
6107,You're such a pain.,high,2023-01-05 05:46:00
6108,This is the worst thing ever.,high,2023-01-05 05:47:00
6109,What a moron.,high,2023-01-05 05:48:00
6110,Just shut up already.,high,2023-01-05 05:49:00
6111,This is the worst thing ever.,high,2023-01-05 05:50:00
6112,Just shut up already.,high,2023-01-05 05:51:00
6113,Just shut up already.,high,2023-01-05 05:52:00
6114,This is the worst thing ever.,high,2023-01-05 05:53:00
6115,You're such a pain.,high,2023-01-05 05:54:00
6116,You're an idiot.,high,2023-01-05 05:55:00
6117,You're an idiot.,high,2023-01-05 05:56:00
6118,You're an idiot.,high,2023-01-05 05:57:00
6119,You're such a pain.,high,2023-01-05 05:58:00
6120,This is the worst thing ever.,high,2023-01-05 05:59:00
6121,This is the worst thing ever.,high,2023-01-05 06:00:00
6122,This is the worst thing ever.,high,2023-01-05 06:01:00
6123,You're such a pain.,high,2023-01-05 06:02:00
6124,You're such a pain.,high,2023-01-05 06:03:00
6125,What a moron.,high,2023-01-05 06:04:00
6126,This is the worst thing ever.,high,2023-01-05 06:05:00
6127,You're such a pain.,high,2023-01-05 06:06:00
6128,Just shut up already.,high,2023-01-05 06:07:00
6129,You're such a pain.,high,2023-01-05 06:08:00
6130,Just shut up already.,high,2023-01-05 06:09:00
6131,What a moron.,high,2023-01-05 06:10:00
6132,Just shut up already.,high,2023-01-05 06:11:00
6133,You're such a pain.,high,2023-01-05 06:12:00
6134,You're an idiot.,high,2023-01-05 06:13:00
6135,You're such a pain.,high,2023-01-05 06:14:00
6136,Just shut up already.,high,2023-01-05 06:15:00
6137,Just shut up already.,high,2023-01-05 06:16:00
6138,What a moron.,high,2023-01-05 06:17:00
6139,What a moron.,high,2023-01-05 06:18:00
6140,You're such a pain.,high,2023-01-05 06:19:00
6141,Just shut up already.,high,2023-01-05 06:20:00
6142,This is the worst thing ever.,high,2023-01-05 06:21:00
6143,You're an idiot.,high,2023-01-05 06:22:00
6144,This is the worst thing ever.,high,2023-01-05 06:23:00
6145,You're an idiot.,high,2023-01-05 06:24:00
6146,Just shut up already.,high,2023-01-05 06:25:00
6147,What a moron.,high,2023-01-05 06:26:00
6148,You're an idiot.,high,2023-01-05 06:27:00
6149,You're an idiot.,high,2023-01-05 06:28:00
6150,This is the worst thing ever.,high,2023-01-05 06:29:00
6151,This is the worst thing ever.,high,2023-01-05 06:30:00
6152,You're an idiot.,high,2023-01-05 06:31:00
6153,Just shut up already.,high,2023-01-05 06:32:00
6154,This is the worst thing ever.,high,2023-01-05 06:33:00
6155,You're an idiot.,high,2023-01-05 06:34:00
6156,Just shut up already.,high,2023-01-05 06:35:00
6157,You're an idiot.,high,2023-01-05 06:36:00
6158,This is the worst thing ever.,high,2023-01-05 06:37:00
6159,You're such a pain.,high,2023-01-05 06:38:00
6160,What a moron.,high,2023-01-05 06:39:00
6161,What a moron.,high,2023-01-05 06:40:00
6162,You're an idiot.,high,2023-01-05 06:41:00
6163,This is the worst thing ever.,high,2023-01-05 06:42:00
6164,You're such a pain.,high,2023-01-05 06:43:00
6165,You're an idiot.,high,2023-01-05 06:44:00
6166,You're such a pain.,high,2023-01-05 06:45:00
6167,Just shut up already.,high,2023-01-05 06:46:00
6168,Just shut up already.,high,2023-01-05 06:47:00
6169,Just shut up already.,high,2023-01-05 06:48:00
6170,This is the worst thing ever.,high,2023-01-05 06:49:00
6171,This is the worst thing ever.,high,2023-01-05 06:50:00
6172,What a moron.,high,2023-01-05 06:51:00
6173,This is the worst thing ever.,high,2023-01-05 06:52:00
6174,Just shut up already.,high,2023-01-05 06:53:00
6175,Just shut up already.,high,2023-01-05 06:54:00
6176,Just shut up already.,high,2023-01-05 06:55:00
6177,This is the worst thing ever.,high,2023-01-05 06:56:00
6178,You're an idiot.,high,2023-01-05 06:57:00
6179,Just shut up already.,high,2023-01-05 06:58:00
6180,You're an idiot.,high,2023-01-05 06:59:00
6181,What a moron.,high,2023-01-05 07:00:00
6182,You're an idiot.,high,2023-01-05 07:01:00
6183,What a moron.,high,2023-01-05 07:02:00
6184,You're such a pain.,high,2023-01-05 07:03:00
6185,This is the worst thing ever.,high,2023-01-05 07:04:00
6186,You're such a pain.,high,2023-01-05 07:05:00
6187,You're an idiot.,high,2023-01-05 07:06:00
6188,You're an idiot.,high,2023-01-05 07:07:00
6189,You're such a pain.,high,2023-01-05 07:08:00
6190,You're such a pain.,high,2023-01-05 07:09:00
6191,You're an idiot.,high,2023-01-05 07:10:00
6192,Just shut up already.,high,2023-01-05 07:11:00
6193,You're such a pain.,high,2023-01-05 07:12:00
6194,Just shut up already.,high,2023-01-05 07:13:00
6195,Just shut up already.,high,2023-01-05 07:14:00
6196,You're an idiot.,high,2023-01-05 07:15:00
6197,You're an idiot.,high,2023-01-05 07:16:00
6198,This is the worst thing ever.,high,2023-01-05 07:17:00
6199,Just shut up already.,high,2023-01-05 07:18:00
6200,What a moron.,high,2023-01-05 07:19:00
6201,Just shut up already.,high,2023-01-05 07:20:00
6202,Just shut up already.,high,2023-01-05 07:21:00
6203,You're such a pain.,high,2023-01-05 07:22:00
6204,You're an idiot.,high,2023-01-05 07:23:00
6205,What a moron.,high,2023-01-05 07:24:00
6206,This is the worst thing ever.,high,2023-01-05 07:25:00
6207,You're an idiot.,high,2023-01-05 07:26:00
6208,This is the worst thing ever.,high,2023-01-05 07:27:00
6209,Just shut up already.,high,2023-01-05 07:28:00
6210,You're an idiot.,high,2023-01-05 07:29:00
6211,You're such a pain.,high,2023-01-05 07:30:00
6212,Just shut up already.,high,2023-01-05 07:31:00
6213,What a moron.,high,2023-01-05 07:32:00
6214,What a moron.,high,2023-01-05 07:33:00
6215,What a moron.,high,2023-01-05 07:34:00
6216,This is the worst thing ever.,high,2023-01-05 07:35:00
6217,You're such a pain.,high,2023-01-05 07:36:00
6218,What a moron.,high,2023-01-05 07:37:00
6219,What a moron.,high,2023-01-05 07:38:00
6220,This is the worst thing ever.,high,2023-01-05 07:39:00
6221,Just shut up already.,high,2023-01-05 07:40:00
6222,You're such a pain.,high,2023-01-05 07:41:00
6223,You're such a pain.,high,2023-01-05 07:42:00
6224,You're such a pain.,high,2023-01-05 07:43:00
6225,You're such a pain.,high,2023-01-05 07:44:00
6226,You're an idiot.,high,2023-01-05 07:45:00
6227,Just shut up already.,high,2023-01-05 07:46:00
6228,You're an idiot.,high,2023-01-05 07:47:00
6229,This is the worst thing ever.,high,2023-01-05 07:48:00
6230,What a moron.,high,2023-01-05 07:49:00
6231,You're an idiot.,high,2023-01-05 07:50:00
6232,What a moron.,high,2023-01-05 07:51:00
6233,You're such a pain.,high,2023-01-05 07:52:00
6234,This is the worst thing ever.,high,2023-01-05 07:53:00
6235,Just shut up already.,high,2023-01-05 07:54:00
6236,You're such a pain.,high,2023-01-05 07:55:00
6237,Just shut up already.,high,2023-01-05 07:56:00
6238,What a moron.,high,2023-01-05 07:57:00
6239,This is the worst thing ever.,high,2023-01-05 07:58:00
6240,This is the worst thing ever.,high,2023-01-05 07:59:00
6241,Just shut up already.,high,2023-01-05 08:00:00
6242,What a moron.,high,2023-01-05 08:01:00
6243,What a moron.,high,2023-01-05 08:02:00
6244,This is the worst thing ever.,high,2023-01-05 08:03:00
6245,You're such a pain.,high,2023-01-05 08:04:00
6246,You're such a pain.,high,2023-01-05 08:05:00
6247,You're such a pain.,high,2023-01-05 08:06:00
6248,You're such a pain.,high,2023-01-05 08:07:00
6249,Just shut up already.,high,2023-01-05 08:08:00
6250,You're an idiot.,high,2023-01-05 08:09:00
6251,This is the worst thing ever.,high,2023-01-05 08:10:00
6252,You're an idiot.,high,2023-01-05 08:11:00
6253,You're such a pain.,high,2023-01-05 08:12:00
6254,Just shut up already.,high,2023-01-05 08:13:00
6255,This is the worst thing ever.,high,2023-01-05 08:14:00
6256,What a moron.,high,2023-01-05 08:15:00
6257,What a moron.,high,2023-01-05 08:16:00
6258,What a moron.,high,2023-01-05 08:17:00
6259,This is the worst thing ever.,high,2023-01-05 08:18:00
6260,Just shut up already.,high,2023-01-05 08:19:00
6261,This is the worst thing ever.,high,2023-01-05 08:20:00
6262,You're an idiot.,high,2023-01-05 08:21:00
6263,You're such a pain.,high,2023-01-05 08:22:00
6264,What a moron.,high,2023-01-05 08:23:00
6265,Just shut up already.,high,2023-01-05 08:24:00
6266,You're an idiot.,high,2023-01-05 08:25:00
6267,You're such a pain.,high,2023-01-05 08:26:00
6268,This is the worst thing ever.,high,2023-01-05 08:27:00
6269,Just shut up already.,high,2023-01-05 08:28:00
6270,What a moron.,high,2023-01-05 08:29:00
6271,This is the worst thing ever.,high,2023-01-05 08:30:00
6272,You're such a pain.,high,2023-01-05 08:31:00
6273,What a moron.,high,2023-01-05 08:32:00
6274,This is the worst thing ever.,high,2023-01-05 08:33:00
6275,You're an idiot.,high,2023-01-05 08:34:00
6276,You're an idiot.,high,2023-01-05 08:35:00
6277,You're an idiot.,high,2023-01-05 08:36:00
6278,This is the worst thing ever.,high,2023-01-05 08:37:00
6279,This is the worst thing ever.,high,2023-01-05 08:38:00
6280,This is the worst thing ever.,high,2023-01-05 08:39:00
6281,You're an idiot.,high,2023-01-05 08:40:00
